dataset,tracker,video,frame,inference_time[ms],confidence,class_index,x1,y1,x2,y2
test,yolov8,D03_20221004191154-00,0,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,1,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,2,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,3,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,4,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,5,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,6,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,7,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,8,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,9,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,10,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,11,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,12,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,13,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,14,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,15,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,16,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,17,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,18,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,19,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,20,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,21,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,22,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,23,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,24,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,25,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,26,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,27,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,28,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,29,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,30,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,31,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,32,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,33,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,34,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,35,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,36,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,37,,,,992,862,1265,990
test,yolov8,D03_20221004191154-00,38,,,,992,862,1265,990
