dataset,tracker,video,frame,inference_time[ms],confidence,class_index,x1,y1,x2,y2
test,yolov8,3,0,9.666388854384422,0.8911740183830261,0.0,602.0,581.0,766.0,771.0
test,yolov8,3,1,9.666388854384422,0.8897656798362732,0.0,602.0,581.0,766.0,771.0
test,yolov8,3,2,9.666388854384422,0.8898550271987915,0.0,603.0,581.0,765.0,771.0
test,yolov8,3,3,9.666388854384422,0.890347957611084,0.0,602.0,581.0,765.0,770.0
test,yolov8,3,4,9.666388854384422,0.8917554020881653,0.0,602.0,582.0,765.0,770.0
test,yolov8,3,5,9.666388854384422,0.8884180784225464,0.0,602.0,581.0,765.0,771.0
test,yolov8,3,6,9.666388854384422,0.8901350498199463,0.0,602.0,581.0,765.0,770.0
test,yolov8,3,7,9.666388854384422,0.8880250453948975,0.0,602.0,581.0,764.0,770.0
test,yolov8,3,8,9.666388854384422,0.8892449140548706,0.0,602.0,581.0,764.0,770.0
test,yolov8,3,9,9.666388854384422,0.8886088132858276,0.0,602.0,581.0,765.0,771.0
test,yolov8,3,10,9.666388854384422,0.8901030421257019,0.0,602.0,582.0,763.0,770.0
test,yolov8,3,11,9.666388854384422,0.889419674873352,0.0,602.0,582.0,763.0,770.0
test,yolov8,3,12,9.666388854384422,0.8877289295196533,0.0,602.0,581.0,763.0,770.0
test,yolov8,3,13,9.666388854384422,0.8873809576034546,0.0,602.0,581.0,764.0,770.0
test,yolov8,3,14,9.666388854384422,0.88893061876297,0.0,602.0,582.0,764.0,771.0
test,yolov8,3,15,9.666388854384422,0.8892942070960999,0.0,602.0,582.0,764.0,771.0
test,yolov8,3,16,9.666388854384422,0.8914708495140076,0.0,602.0,582.0,765.0,771.0
test,yolov8,3,17,9.666388854384422,0.8900343179702759,0.0,602.0,582.0,766.0,772.0
test,yolov8,3,18,9.666388854384422,0.8927977085113525,0.0,602.0,582.0,766.0,771.0
test,yolov8,3,19,9.666388854384422,0.8906442523002625,0.0,602.0,582.0,766.0,771.0
test,yolov8,3,20,9.666388854384422,0.8907101154327393,0.0,602.0,582.0,766.0,771.0
test,yolov8,3,21,9.666388854384422,0.8884218335151672,0.0,602.0,582.0,766.0,771.0
test,yolov8,3,22,9.666388854384422,0.8883119821548462,0.0,602.0,582.0,766.0,771.0
test,yolov8,3,23,9.666388854384422,0.8895108699798584,0.0,602.0,583.0,766.0,771.0
test,yolov8,3,24,9.666388854384422,0.8907527923583984,0.0,602.0,582.0,767.0,772.0
test,yolov8,3,25,9.666388854384422,0.8889681100845337,0.0,602.0,583.0,766.0,771.0
test,yolov8,3,26,9.666388854384422,0.8889930248260498,0.0,602.0,583.0,766.0,770.0
test,yolov8,3,27,9.666388854384422,0.8882188200950623,0.0,602.0,583.0,766.0,771.0
test,yolov8,3,28,9.666388854384422,0.8906193971633911,0.0,602.0,583.0,767.0,772.0
test,yolov8,3,29,9.666388854384422,0.8921265602111816,0.0,602.0,583.0,766.0,771.0
test,yolov8,3,30,9.666388854384422,0.8901597261428833,0.0,602.0,582.0,768.0,772.0
test,yolov8,3,31,9.666388854384422,0.8895549774169922,0.0,602.0,582.0,767.0,772.0
test,yolov8,3,32,9.666388854384422,0.8898607492446899,0.0,602.0,582.0,766.0,772.0
test,yolov8,3,33,9.666388854384422,0.8894778490066528,0.0,602.0,582.0,765.0,771.0
test,yolov8,3,34,9.666388854384422,0.8875879049301147,0.0,602.0,581.0,765.0,771.0
test,yolov8,3,35,9.666388854384422,0.8846453428268433,0.0,602.0,581.0,765.0,772.0
test,yolov8,3,36,9.666388854384422,0.8878021240234375,0.0,602.0,582.0,765.0,771.0
test,yolov8,3,37,9.666388854384422,0.8879785537719727,0.0,602.0,582.0,765.0,771.0
test,yolov8,3,38,9.666388854384422,0.8867743015289307,0.0,602.0,582.0,765.0,771.0
test,yolov8,3,39,9.666388854384422,0.8880391120910645,0.0,602.0,582.0,765.0,771.0
test,yolov8,3,40,9.666388854384422,0.8887666463851929,0.0,602.0,583.0,765.0,772.0
test,yolov8,3,41,9.666388854384422,0.8882386684417725,0.0,602.0,583.0,765.0,771.0
test,yolov8,3,42,9.666388854384422,0.8886539936065674,0.0,602.0,582.0,766.0,771.0
test,yolov8,3,43,9.666388854384422,0.8878318071365356,0.0,602.0,582.0,765.0,771.0
test,yolov8,3,44,9.666388854384422,0.8898535966873169,0.0,602.0,582.0,766.0,772.0
test,yolov8,3,45,9.666388854384422,0.890181303024292,0.0,602.0,582.0,766.0,772.0
test,yolov8,3,46,9.666388854384422,0.8891603946685791,0.0,602.0,582.0,767.0,772.0
test,yolov8,3,47,9.666388854384422,0.8885570764541626,0.0,602.0,582.0,766.0,771.0
test,yolov8,3,48,9.666388854384422,0.8881404399871826,0.0,602.0,581.0,766.0,771.0
test,yolov8,3,49,9.666388854384422,0.8873192667961121,0.0,602.0,581.0,765.0,771.0
test,yolov8,3,50,9.666388854384422,0.8900223970413208,0.0,602.0,581.0,767.0,771.0
test,yolov8,3,51,9.666388854384422,0.889451265335083,0.0,602.0,581.0,767.0,771.0
test,yolov8,3,52,9.666388854384422,0.8892499208450317,0.0,601.0,582.0,767.0,771.0
test,yolov8,3,53,9.666388854384422,0.8861145973205566,0.0,602.0,581.0,766.0,771.0
test,yolov8,3,54,9.666388854384422,0.8868715763092041,0.0,602.0,581.0,767.0,771.0
test,yolov8,3,55,9.666388854384422,0.887848973274231,0.0,602.0,581.0,767.0,771.0
test,yolov8,3,56,9.666388854384422,0.8893457055091858,0.0,602.0,581.0,765.0,770.0
test,yolov8,3,57,9.666388854384422,0.8892350792884827,0.0,602.0,581.0,765.0,770.0
test,yolov8,3,58,9.666388854384422,0.8850976228713989,0.0,602.0,581.0,764.0,770.0
test,yolov8,3,59,9.666388854384422,0.8884677886962891,0.0,602.0,581.0,764.0,769.0
