dataset,tracker,video,frame,inference_time[ms],confidence,class_index,x1,y1,x2,y2
test,yolov8,D03_20221009210428-00,0,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,1,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,2,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,3,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,4,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,5,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,6,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,7,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,8,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,9,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,10,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,11,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,12,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,13,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,14,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,15,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,16,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,17,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,18,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,19,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,20,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,21,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,22,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,23,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,24,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,25,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,26,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,27,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,28,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,29,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,30,,,,1257,633,1407,818
test,yolov8,D03_20221009210428-00,31,,,,1257,633,1407,818
